,% Change,52 Week Range,Change,Circulating Supply,Day Chart,Market Cap,Name,Price (Intraday),Sscore,Symbol,Total Volume All Currencies (24Hr),Unnamed: 0,Volume in Currency (24Hr),Volume in Currency (Since 0:00 UTC),cagr,currency,marketCap,period,price,returns,sharp_ratio,std,volitility
97,-1.27%,,-0.000441,13.835B,,474.254M,XDC Network USD,0.034279,15394399.391469447,XDC-USD,3.429M,97,3.429M,3.429M,0.7296093483322454,USD,805202560.0,5.394520547945206,0.05808361619710922,0.3782731077948857,0.019118666725885032,0.07851403984455034,19.785538040826687
98,+1.15%,,0.48,11.272M,,472.292M,Dash USD,41.9,-6061795.40055905,DASH-USD,71.177M,98,71.177M,71.177M,-0.354325939638756,USD,292423616.0,5.8191780821917805,25.565956115722656,-0.30202749087451414,-0.020729500180173718,0.05781720633722179,14.56993599697989
99,-1.31%,,-0.0856,71.77M,,461.929M,Frax Share USD,6.4363,1612766.701009409,FXS-USD,22.229M,99,22.229M,22.229M,0.13644329486344042,USD,407801760.0,2.684931506849315,5.563718795776367,0.08830595635693256,0.003954781119653356,0.08860679039667671,22.32891117996253
100,+4.90%,,0.041256,514.208M,,454.051M,Kava USD,0.883011,-3390743.820572891,KAVA-USD,181.049M,100,181.049M,181.049M,-0.1663309950300288,USD,476355104.0,3.8602739726027395,0.6444892883300781,-0.12559875519863584,-0.0071181011646573875,0.0700197633042119,17.6449803526614
101,-1.67%,,-0.0184,416.65M,,451.32M,Trust Wallet Token USD,1.0832,17379930.854310613,TWT-USD,10.518M,101,10.518M,10.518M,3.7279256147246436,USD,338924224.0,3.095890410958904,0.8133648037910461,1.07254413659603,0.051279695057472825,0.08299830023178911,20.915571658410855
102,+5.03%,,0.042143,497.669M,,438.031M,Wrapped Kava USD,0.880165,19743255.30337228,WKAVA-USD,,102,,,21.51242933641097,USD,1669525248.0,0.4301369863013699,3.342941999435425,2.1499863782260946,0.011825670397631674,0.7214552486425055,181.8067226579114
103,+0.87%,,0.000241,14.749B,,413.28M,Flare USD,0.02802,-36241324.00422898,FLR-USD,12.134M,103,12.134M,12.134M,-0.8294864990260169,USD,301141504.0,0.6465753424657534,0.013144702650606632,-1.2212961145217285,-0.1203464933356678,0.04027049744894928,10.14816535713522
104,-3.51%,,-0.000797,18.456B,,404.151M,Kaspa USD,0.021898,78099208.84653254,KAS-USD,11.696M,104,11.696M,11.696M,64.41898364516527,USD,722474176.0,1.2575342465753425,0.035328689962625504,2.886478757558869,0.10809965454949705,0.1059603828680048,26.70201648273721
105,+0.37%,,0.0044,326.076M,,386.743M,THORChain USD,1.1861,18612406.29242431,RUNE-USD,23.22M,105,23.22M,23.22M,1.9714268759587217,USD,514213440.0,4.117808219178082,1.5172520875930786,0.7518867158886772,0.0361958767402585,0.08243141795993911,20.772717325904654
106,-1.10%,,-0.003181,1.331B,,382.474M,Loopring USD,0.287265,101108.16993778631,LRC-USD,26.616M,106,26.616M,26.616M,0.012080914907367513,USD,236141328.0,5.8191780821917805,0.17735758423805237,0.008290815956136541,0.0004281680415458082,0.0768391382019629,19.36346282689465
107,+1.00%,,0.002254,1.68B,,382.024M,WOO Network USD,0.22743,-2246478.290734933,WOO-USD,49.235M,107,49.235M,49.235M,-0.2682743591859327,USD,286391712.0,2.8465753424657536,0.16507986187934875,-0.2156496164747236,-0.007844075776658415,0.10909538238714207,27.4920363615598
108,+0.47%,,0.000112,15.868B,,380.4M,Zilliqa USD,0.023973,-3838984.261569233,ZIL-USD,27.821M,108,27.821M,27.821M,-0.317244221759848,USD,253970784.0,5.608219178082192,0.016002483665943146,-0.26347328761787164,-0.015115849945831695,0.06916772281183238,17.430266148581758
109,-0.01%,,-0.0002,198.877M,,378.194M,PancakeSwap USD,1.9016,333693.8224260259,CAKE-USD,30.785M,109,30.785M,30.785M,0.03375163411666127,USD,276438816.0,2.9287671232876713,1.2319977283477783,0.022917879798145784,0.0012071163784250396,0.07533985047209511,18.98564231896797
110,+0.07%,,0.000459,560M,,375.809M,Nexo USD,0.671087,3132947.1639077007,NEXO-USD,3.94M,110,3.94M,3.94M,0.2373546368652324,USD,323663488.0,5.345205479452055,0.577539324760437,0.14711619275721255,0.009679643457057784,0.0603115619178678,15.198513603302686
111,-7.28%,,-0.0896,328.895M,,375.275M,FTX Token USD,1.141,-1628664.4469439688,FTT-USD,12.821M,111,12.821M,12.821M,-0.11900809784995914,USD,337358720.0,4.095890410958904,1.0255266427993774,-0.08747979418035931,-0.004827693343583852,0.07190639829259522,18.120412369733994
112,+2.49%,,1e-06,9.711T,,344.074M,FLOKI USD,3.5e-05,,FLOKI-USD,48.421M,112,48.421M,48.421M,0.957692216583151,USD,160050928.0,2.1506849315068495,1.6963298548944294e-05,,,,
113,-2.03%,,-0.0923,77.014M,,343.124M,Convex Finance USD,4.4554,-3697972.550480198,CVX-USD,8.109M,113,8.109M,8.109M,-0.4130162752432641,USD,214221328.0,2.2958904109589042,2.671873092651367,-0.3678220898371722,-0.017262392055006764,0.08455441534155646,21.307712666072227
114,-0.65%,,-0.002237,1B,,340.253M,Enjin Coin USD,0.340253,3176544.8342639995,ENJ-USD,17.6M,114,17.6M,17.6M,0.4734342157111997,USD,231048336.0,5.8191780821917805,0.2310483306646347,0.26760044129985683,0.013748399530841025,0.0772385549832585,19.46411585578114
115,-0.90%,,-0.003726,816.901M,,334.887M,1inch Network USD,0.409949,-8534832.530897347,1INCH-USD,20.922M,115,20.922M,20.922M,-0.5740597521567383,USD,241197872.0,2.6904109589041094,0.23435814678668976,-0.5892355174492763,-0.035385190010703525,0.06607951461181888,16.652037682178356
116,+1.48%,,0.003247,1.489B,,330.782M,Basic Attention Token USD,0.222149,67547.84161078595,BAT-USD,28.2M,116,28.2M,28.2M,0.006261825094999063,USD,247700768.0,5.8191780821917805,0.16624759137630463,0.004309753246178175,0.0002726993628489111,0.06271446783987325,15.80404589564806
117,-0.56%,,-0.0118,156.256M,,328.716M,dYdX USD,2.1037,-11716085.702187864,DYDX-USD,72.866M,117,72.866M,72.866M,-0.6006423810045295,USD,322968160.0,1.9863013698630136,2.0669145584106445,-0.633726821309576,-0.03627628711817247,0.06932321836737598,17.469451028578746
118,+1.27%,,0.00815,492.591M,,320.286M,Osmosis USD,0.650207,-12844149.277344696,OSMO-USD,7.978M,118,7.978M,7.978M,-0.7518160144378685,USD,175390304.0,1.9123287671232876,0.35585594177246094,-0.9621463082535945,-0.07323180919593307,0.052136372809703395,13.138365948045255
119,-0.65%,,-0.0249,80.125M,,304.883M,Mask Network USD,3.8051,-6039594.805453464,MASK8536-USD,84.663M,119,84.663M,84.663M,-0.6264717316143043,USD,206917856.0,2.5232876712328767,2.518552303314209,-0.6798901951426995,-0.029188369347174486,0.09243328850479803,23.293188703209104
120,-0.13%,,-0.0014,273.2M,,303.873M,USDJ USD,1.1123,1979200.8226278534,USDJ-USD,1.498M,120,1.498M,1.498M,0.03145468106173377,USD,302367424.0,3.389041095890411,1.1078051328659058,0.021382108574260712,0.006545681397966513,0.012962689755386923,3.2665978183575044
121,+1.95%,,0.001006,5.726B,,301.664M,Oasis Network USD,0.052686,138049.76989078012,ROSE-USD,39.175M,121,39.175M,39.175M,0.013926811014421281,USD,259705360.0,2.789041095890411,0.039699215441942215,0.0095488834725015,0.0005315630370154091,0.07128485634536394,17.963783799031713
122,-0.59%,,-0.000194,9B,,296.098M,NEM USD,0.0329,-3507675.840435653,XEM-USD,8.142M,122,8.142M,8.142M,-0.31660005537583813,USD,216987808.0,5.8191780821917805,0.02410975657403469,-0.26282220581746707,-0.01616531303194534,0.0645174800586535,16.25840497478068
123,+0.30%,,0.000726,1.214B,,295.589M,SingularityNET USD,0.243389,-2435541.7585880524,AGIX-USD,50.44M,123,50.44M,50.44M,-0.3085580759425943,USD,234540288.0,5.624657534246575,0.19026793539524078,-0.25474515465400505,-0.010384321514042194,0.09734805201112526,24.531709106803564
124,+0.33%,,0.03,28.521M,,295.515M,Ethereum Name Service USD,10.36,-8942291.808509924,ENS-USD,19.491M,124,19.491M,19.491M,-0.6249810087275192,USD,217795936.0,1.8164383561643835,7.351284027099609,-0.6771403012246469,-0.04105812060933003,0.06544538930475997,16.49223810479951
125,-1.77%,,-2.02,2.59M,,289.409M,Gnosis USD,111.76,424345.1098922281,GNO-USD,2.337M,125,2.337M,2.337M,0.03641634353611134,USD,260291536.0,5.8191780821917805,100.5146484375,0.024695267547755247,0.0016302685689027862,0.060111011960089396,15.147975013942528
126,+1.22%,,2e-05,173.467B,,286.965M,Holo USD,0.001654,255461.05256157735,HOT2682-USD,15.077M,126,15.077M,15.077M,0.03388585327196125,USD,179506640.0,5.008219178082192,0.0010433802381157875,0.023007514829826888,0.0014231287074482446,0.06415418475172802,16.16685455743546
127,-0.05%,,-0.0005,283.222M,,285.792M,Liquity USD USD,1.0091,262682.5082731012,LUSD-USD,4.394M,127,4.394M,4.394M,0.0026204052800122835,USD,290197824.0,2.334246575342466,0.9972975850105286,0.001806790293190062,0.000905184279648841,0.007920821110079024,1.996046919739914
128,+0.58%,,0.00026,6.132B,,278.06M,Theta Fuel USD,0.045346,992837.3858749153,TFUEL-USD,9.661M,128,9.661M,9.661M,0.14387060065409374,USD,195620704.0,4.438356164383562,0.031221168115735054,0.09280350509975115,0.0050753185402855686,0.0725605446154408,18.28525724309108
129,-1.42%,,-0.04,100M,,276.665M,MX TOKEN USD,2.7666,8134380.0609542355,MX-USD,5.131M,129,5.131M,5.131M,1.1202560232894379,USD,259211520.0,3.9452054794520546,2.573845148086548,0.5188692752545585,0.03138124440207841,0.06561260076727846,16.53437539335417
130,-0.88%,,-0.33,7.291M,,274.565M,Chia USD,37.66,-18071027.38412,XCH-USD,3.572M,130,3.572M,3.572M,-0.7652904980246134,USD,245349744.0,2.336986301369863,29.357101440429688,-1.0006862635984077,-0.07365415218904814,0.05391382723827042,13.586284464044146
131,-1.46%,,-0.005791,699.004M,,273.431M,DeFiChain USD,0.391173,2062648.8607600848,DFI-USD,5.904M,131,5.904M,5.904M,0.17567737388069737,USD,211855216.0,3.16986301369863,0.2851180136203766,0.11173919565672343,0.009736124980562597,0.045542708979140194,11.47676266274333
132,-0.06%,,-0.0014,104.651M,,272.765M,Qtum USD,2.6064,-2695010.4610732235,QTUM-USD,36.899M,132,36.899M,36.899M,-0.2578662433909159,USD,220523728.0,5.8191780821917805,2.10512113571167,-0.20589835163385797,-0.01222095456808722,0.06685704838978798,16.847976194226572
133,-3.39%,,-0.1933,49.45M,,272.75M,Balancer USD,5.5156,-3242079.4876909098,BAL-USD,5.154M,133,5.154M,5.154M,-0.35778723864888984,USD,173260416.0,3.1945205479452055,3.3378939628601074,-0.3057385693359016,-0.018712176517519788,0.0648373688586972,16.339016952391695
134,-1.94%,,-0.7,7.455M,,264.757M,Compound USD,35.51,-1804948.5545295125,COMP5692-USD,16.46M,134,16.46M,16.46M,-0.13644047110114899,USD,315268224.0,3.213698630136986,40.33988571166992,-0.10127807140089563,-0.005725120443884356,0.07019889147712591,17.690120652235727
135,+2.98%,,0.000871,8.702B,,262.26M,Threshold USD,0.030137,-9915241.918759568,T-USD,16.963M,135,16.963M,16.963M,-0.7321791089089652,USD,154894512.0,1.5616438356164384,0.01729445718228817,-0.9095728311155954,-0.06401286779456439,0.05638578805864638,14.209218590778887
136,-0.41%,,-0.000109,10B,,261.342M,Ankr USD,0.026134,475904.29473693477,ANKR-USD,29.965M,136,29.965M,29.965M,0.06920445727070601,USD,181566592.0,4.498630136986302,0.018156658858060837,0.04619876236771409,0.002621100553217052,0.0699432999123564,17.625711577913812
137,-0.87%,,-0.000182,12.518B,,261.203M,Ravencoin USD,0.020866,-884558.6655109109,RVN-USD,8.425M,137,8.425M,8.425M,-0.11108366101675726,USD,193914496.0,5.487671232876712,0.014997009187936783,-0.0812973780926509,-0.004561591236123528,0.0707228303733239,17.822153254077623
138,+0.68%,,0.003496,498.37M,,257.296M,Celo USD,0.516276,-1615982.8296667559,CELO-USD,7.345M,138,7.345M,7.345M,-0.18823361528815064,USD,214807344.0,3.2849315068493152,0.4197169542312622,-0.14398015427539604,-0.007522940322127701,0.07594767392645818,19.138813829467463
139,-3.03%,,-0.029738,269.763M,,257.085M,Terra USD,0.953004,-9460169.723549936,LUNA20314-USD,53.88M,139,53.88M,53.88M,-0.8807078669613614,USD,144909616.0,1.2657534246575342,0.39698341488838196,-1.4679378999228612,-0.06528324333942018,0.08922887556663216,22.485676642791304
140,-8.93%,,-0.000527,47.57B,,255.807M,JasmyCoin USD,0.005377,-9084147.158215232,JASMY-USD,309.298M,140,309.298M,309.298M,-0.9011706457935301,USD,170650080.0,2.558904109589041,0.0034897765144705772,-1.597859928692503,-0.05323259829831449,0.11911336672342734,30.01656841430369
141,-0.93%,,-0.36,6.769M,,254.748M,LINK USD,37.63,2781684.7649808456,LN-USD,415300,141,415300,415300,0.3909884505524428,USD,248598352.0,3.221917808219178,36.86387634277344,0.22784570329077158,0.011189473874633109,0.08080358615278206,20.36250371050108
142,-1.41%,,-0.0,"115,113.336T",,254.567M,Baby Doge Coin USD,0.0,,BABYDOGE-USD,6.321M,142,6.321M,6.321M,inf,USD,191435520.0,2.2273972602739724,1.2804440840952225e-09,inf,,,
143,-0.02%,,-0.0,14.94M,,248.72M,Decred USD,16.65,-1530489.7347251023,DCR-USD,1.195M,143,1.195M,1.195M,-0.14937199020671454,USD,199261344.0,5.8191780821917805,12.896926879882812,-0.11169493848569383,-0.007680816078030179,0.05770661325266482,14.542066539671536
144,-0.90%,,-0.002152,1.045B,,246.387M,Audius USD,0.235712,-510376.1445249824,AUDIO-USD,8.518M,144,8.518M,8.518M,-0.0877920452564942,USD,164082112.0,2.863013698630137,0.14738373458385468,-0.06343999500221854,-0.0031104922913533827,0.08093445935017261,20.3954837562435
145,-0.65%,,-179.1,8969,,245.774M,Huobi BTC USD,27401.14,5598208.479628278,HBTC-USD,49539,145,49539,49539,0.3625274435845074,USD,231574832.0,2.9835616438356163,25818.0390625,0.21879647629289162,0.024174511674171388,0.035915512875360385,9.050709244590816
146,+0.98%,,0.002436,956.542M,,239.223M,ICON USD,0.250091,-2073107.3252895975,ICX-USD,71.615M,146,71.615M,71.615M,-0.2943317375592438,USD,155407120.0,5.8191780821917805,0.16083663702011108,-0.2406841886494378,-0.013339847783612472,0.07159721776416517,18.04249887656962
147,-1.14%,,-0.004819,564.021M,,235.628M,Solar USD,0.417764,48819.65514968012,SXP-USD,36.312M,147,36.312M,36.312M,0.011066980399542015,USD,143319824.0,4.024657534246575,0.24863207340240479,0.007598793829582213,0.0003406343504139394,0.08852290948208913,22.30777318948646
148,+1.13%,,0.000578,4.501B,,232.518M,Astar USD,0.05166,-9535901.819770452,ASTR-USD,6.877M,148,6.877M,6.877M,-0.5156558427096338,USD,290103104.0,1.6246575342465754,0.05536886304616928,-0.5005200223443642,-0.0328707335022877,0.060424284864843546,15.226919785940574
149,+2.16%,,0.005734,858.46M,,232.418M,STEPN USD,0.270738,980595.9005416491,GMT18069-USD,50.559M,149,50.559M,50.559M,0.20209649422616383,USD,170120928.0,1.484931506849315,0.1543036550283432,0.1270819505731995,0.005764110930206359,0.08748850616542514,22.047103553687137
150,+2.75%,,0.182,33.395M,,227.324M,Arweave USD,6.8072,5876170.925554354,AR-USD,15.134M,150,15.134M,15.134M,0.8531030636729058,USD,267445872.0,3.271232876712329,4.086000919342041,0.4258879850553215,0.02197143998376746,0.076919477648077,19.383708367315403
151,+1.16%,,0.15,17.514M,,226.761M,Bitcoin Gold USD,12.95,-3869129.4768087287,BTG-USD,1.99M,151,1.99M,1.99M,-0.351602988304336,USD,220508176.0,5.8191780821917805,12.590450286865234,-0.2991219963356439,-0.01754642184700094,0.06764866702175237,17.047464089481597
152,-5.09%,,-367.98,32963,,226.087M,yearn.finance USD,6858.8,3365380.544259686,YFI-USD,34.998M,152,34.998M,34.998M,0.659467132682179,USD,179705248.0,3.1232876712328768,5439.2001953125,0.3496907663004112,0.01872722461761209,0.07409863444091688,18.672855879111054
153,+4.00%,,0.55,15.576M,,221.63M,LUKSO USD,14.23,4113321.4153122087,LYXE-USD,2.265M,153,2.265M,2.265M,1.45440452015304,USD,119387240.0,3.276712328767123,6.418668746948242,0.854160428390283,0.03445361007853275,0.09837940064217494,24.791608961828086
154,-1.92%,,-0.0399,107.819M,,219.698M,EthereumPoW USD,2.0377,-17302779.538862575,ETHW-USD,7.327M,154,7.327M,7.327M,-0.981621214369893,USD,148674464.0,1.0712328767123287,1.378926396369934,-2.7592676029396026,-0.11638030548986929,0.09408356997131982,23.709059632772597
155,-2.78%,,-0.0435,143.943M,,219.248M,DAO Maker USD,1.5232,-2886039.2462362517,DAO-USD,9.635M,155,9.635M,9.635M,-0.42600040105366443,USD,105514712.0,2.5643835616438357,0.7330335974693298,-0.3832654753516974,-0.027352007995209728,0.05560450054436506,14.012334137179995
156,+0.12%,,0.000273,1B,,218.894M,Golem USD,0.218894,-309358.5475316141,GLM-USD,3.016M,156,3.016M,3.016M,-0.04385073744917478,USD,165897792.0,5.8191780821917805,0.16589778661727905,-0.030958887471732227,-0.001864753857191867,0.06588147148140688,16.602130813314535
157,+0.52%,,0.13,8.47M,,217.571M,Kusama USD,25.69,3858777.555555759,KSM-USD,14.943M,157,14.943M,14.943M,0.8749174163311271,USD,160781968.0,3.728767123287671,18.982303619384766,0.43396789776685896,0.024000064208417694,0.07175375938386737,18.081947364734578
158,-1.14%,,-0.005412,463.544M,,217.106M,Blur USD,0.468362,-15080416.162434017,BLUR-USD,74.232M,158,74.232M,74.232M,-0.8972122953869571,USD,166709424.0,0.5506849315068493,0.18657493591308594,-1.5707467495549103,-0.09045929018646251,0.06890527229646667,17.364128618709604
159,-0.01%,,-1e-06,9.448B,,212.562M,IoTeX USD,0.022499,-704656.6106527057,IOTX-USD,8.896M,159,8.896M,8.896M,-0.14275075067227994,USD,127602608.0,5.279452054794521,0.013510514982044697,-0.10634162727457017,-0.005522274361764656,0.07641608452935492,19.256853301397438
160,+0.01%,,0.0001,210M,,210.144M,Edgecoin USD,1.0007,-24886.8134554217,EDGT-USD,20.728M,160,20.728M,20.728M,-0.0006023473659683143,USD,209988192.0,2.350684931506849,0.999943733215332,-0.0004159925211116058,-0.00011851529944798849,0.013928699335477402,3.5100322325403055
161,-0.08%,,-0.000808,215.162M,,209.69M,Ronin USD,0.974566,-6687741.353935357,RON14101-USD,2.321M,161,2.321M,2.321M,-0.6467398230634498,USD,131337840.0,1.5972602739726027,0.5245945453643799,-0.7184074328591006,-0.050920141171313285,0.055986159517411774,14.108512198387768
162,-0.88%,,-0.00014,13.268B,,208.704M,Harmony USD,0.01573,-821591.2428563633,ONE3945-USD,22.418M,162,22.418M,22.418M,-0.17176919421699954,USD,126732216.0,4.257534246575342,0.009382907301187515,-0.13011720533904853,-0.006482891791747438,0.07964626481689568,20.070858733857712
163,-1.50%,,-0.000355,8.902B,,207.958M,JUST USD,0.023361,1976260.9565674823,JST-USD,11.203M,163,11.203M,11.203M,0.29996529205561107,USD,179836144.0,3.326027397260274,0.020201586186885834,0.1811207302862054,0.010989231155709624,0.06540339779074193,16.48165624326697
164,+1.57%,,0.012804,250.487M,,207.621M,WEMIX USD,0.828866,742207.4776227857,WEMIX-USD,5.839M,164,5.839M,5.839M,0.16676239163880568,USD,178042192.0,2.8465753424657536,0.5650048851966858,0.1064839645540827,0.0041687168040639815,0.10136342542751153,25.543583207732908
165,+4.49%,,0.001266,6.977B,,205.519M,Gala USD,0.029456,8285759.561064004,GALA-USD,248.04M,165,248.04M,248.04M,1.2609515046524944,USD,401075232.0,2.958904109589041,0.0171450674533844,0.5798718889646818,0.020658866217557918,0.1113845697159964,28.068911568431094
166,+0.10%,,0.000889,230.18M,,205.047M,SushiSwap USD,0.890814,-1923562.2495961383,SUSHI-USD,25.101M,166,25.101M,25.101M,-0.39221226166847023,USD,131030520.0,3.0164383561643837,0.5671573281288147,-0.3437760336557604,-0.014680261129972913,0.0929268626536753,23.417569388726175
167,-3.22%,,-0.0083,821.161M,,204.787M,Fetch.ai USD,0.249387,-723989.6955858658,FET-USD,53.116M,167,53.116M,53.116M,-0.08849505901903632,USD,219761760.0,4.50958904109589,0.26848530769348145,-0.06397228101181912,-0.0032944298206651866,0.07705681158876593,19.418316520369014
168,+0.21%,,0.000246,1.709B,,203.735M,GensoKishi Metaverse USD,0.119191,-392699.37461498106,MV-USD,1.331M,168,1.331M,1.331M,-0.7852547493827586,USD,5868202.0,1.5972602739726027,0.03445154055953026,-1.0620611348662128,-0.06691988016346082,0.06297871877036554,15.870637130132115
169,+0.24%,,0.0034,143.935M,,202.862M,Helium USD,1.4094,4344773.423809406,HNT-USD,2.77M,169,2.77M,2.77M,0.6973849037464155,USD,221842432.0,3.2383561643835614,1.541270136833191,0.36528868832918787,0.019584952187187556,0.07401387928681723,18.65149758027794
170,+1.34%,,0.004245,613.099M,,196.874M,Ocean Protocol USD,0.321113,3759754.772320798,OCEAN-USD,22.474M,170,22.474M,22.474M,0.7335773940175387,USD,199425616.0,4.331506849315068,0.32527467608451843,0.3798552248617526,0.018852917933676074,0.07995377737931611,20.14835189958766
